,Description,Length
OG5770,putative N-acetyltransferase YycN,91
OG5771,hypothetical protein,151
OG5772,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,134
OG5773,hypothetical protein,81
OG5774,hypothetical protein,104
OG5775,hypothetical protein,136
OG5776,hypothetical protein,36
OG5777,hypothetical protein,533
OG5778,hypothetical protein,111
OG5779,Alpha-acetolactate decarboxylase,68
OG5780,Elongation factor 4,351
OG5781,Elongation factor 4,190
OG5782,hypothetical protein,73
OG5783,hypothetical protein,49
OG5784,Transcriptional repressor CopY,168
OG5785,hypothetical protein,123
OG5786,hypothetical protein,90
OG5787,Copper-exporting P-type ATPase,465
OG5788,putative copper-transporting ATPase PacS,221
OG5789,Copper chaperone CopZ,75
OG5790,Peptide transporter CstA,487
OG5791,hypothetical protein,150
OG5792,hypothetical protein,174
OG5793,hypothetical protein,176
OG5794,Modification methylase DpnIIB,241
OG5795,hypothetical protein,72
OG5796,hypothetical protein,62
OG5797,ATP-dependent Clp protease proteolytic subunit,268
OG5798,hypothetical protein,172
OG5799,hypothetical protein,114
OG5800,hypothetical protein,293
OG5801,hypothetical protein,376
OG5802,hypothetical protein,348
OG5803,hypothetical protein,354
OG5804,hypothetical protein,258
OG5805,hypothetical protein,173
OG5806,hypothetical protein,116
OG5807,hypothetical protein,59
OG5808,hypothetical protein,65
OG5809,hypothetical protein,96
OG5810,hypothetical protein,247
OG5811,hypothetical protein,277
OG5812,hypothetical protein,361
OG5813,hypothetical protein,63
OG5814,hypothetical protein,54
OG5815,hypothetical protein,155
OG5816,hypothetical protein,208
OG5817,hypothetical protein,87
OG5818,D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS,193
OG5819,Autolysin,176
OG5820,Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX,541
OG5821,Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX,335
OG5822,hypothetical protein,164
OG5823,hypothetical protein,70
OG5824,hypothetical protein,368
OG5825,hypothetical protein,373
OG5826,hypothetical protein,124
OG5827,hypothetical protein,551
OG5828,hypothetical protein,70
OG5829,hypothetical protein,213
OG5830,hypothetical protein,313
OG5831,hypothetical protein,92
OG5832,hypothetical protein,97
OG5833,hypothetical protein,116
OG5834,IS3 family transposase IS1520,265
OG5835,IS3 family transposase IS1520,83
OG5836,hypothetical protein,58
OG5837,hypothetical protein,293
OG5838,hypothetical protein,456
OG5839,hypothetical protein,398
OG5840,IS1595 family transposase ISCco4,310
OG5841,hypothetical protein,643
OG5842,hypothetical protein,152
OG5843,hypothetical protein,514
OG5844,hypothetical protein,252
OG5845,hypothetical protein,193
OG5846,hypothetical protein,92
OG5847,hypothetical protein,57
OG5848,hypothetical protein,356
OG5849,hypothetical protein,661
OG5850,hypothetical protein,591
OG5851,IS3 family transposase ISEnfa5,298
OG5852,hypothetical protein,224
OG5853,hypothetical protein,145
OG5854,hypothetical protein,40
OG5855,hypothetical protein,176
OG5856,hypothetical protein,107
OG5857,hypothetical protein,339
OG5858,hypothetical protein,74
OG5859,hypothetical protein,200
OG5860,hypothetical protein,241
OG5861,putative ABC transporter ATP-binding protein YxlF,81
OG5862,hypothetical protein,176
OG5863,Tn3 family transposase ISAau4,135
OG5864,hypothetical protein,97
OG5865,hypothetical protein,55
OG5866,hypothetical protein,332
OG5867,hypothetical protein,102
OG5868,hypothetical protein,50
OG5869,hypothetical protein,673
OG5870,hypothetical protein,346
OG5871,hypothetical protein,67
OG5872,hypothetical protein,115
OG5873,hypothetical protein,355
OG5874,Teichoic acid poly(glycerol phosphate) polymerase,390
OG5875,hypothetical protein,274
OG5876,hypothetical protein,412
OG5877,hypothetical protein,47
OG5878,hypothetical protein,357
OG5879,DNA polymerase III PolC-type,333
OG5880,hypothetical protein,148
OG5881,hypothetical protein,97
OG5882,hypothetical protein,89
OG5883,hypothetical protein,359
OG5884,hypothetical protein,220
OG5885,hypothetical protein,191
OG5886,hypothetical protein,406
OG5887,hypothetical protein,436
OG5888,hypothetical protein,563
OG5889,hypothetical protein,178
OG5890,DNA replication and repair protein RecF,881
OG5891,hypothetical protein,1012
OG5892,hypothetical protein,84
OG5893,hypothetical protein,303
OG5894,hypothetical protein,120
OG5895,hypothetical protein,69
OG5896,Tyrosine recombinase XerC,386
OG5897,hypothetical protein,67
OG5898,hypothetical protein,176
OG5899,hypothetical protein,51
OG5900,hypothetical protein,308
OG5901,hypothetical protein,231
OG5902,hypothetical protein,32
OG5903,DNA-invertase hin,149
OG5904,hypothetical protein,92
OG5905,hypothetical protein,206
OG5906,putative ABC transporter ATP-binding protein YxlF,161
OG5907,hypothetical protein,55
OG5908,hypothetical protein,212
OG5909,hypothetical protein,249
OG5910,putative ABC transporter ATP-binding protein YxlF,303
OG5911,hypothetical protein,49
OG5912,hypothetical protein,205
OG5913,hypothetical protein,72
OG5914,hypothetical protein,216
OG5915,hypothetical protein,698
OG5916,hypothetical protein,73
OG5917,hypothetical protein,45
OG5918,hypothetical protein,51
OG5919,hypothetical protein,128
OG5920,hypothetical protein,195
OG5921,hypothetical protein,85
OG5922,hypothetical protein,84
OG5923,hypothetical protein,127
OG5924,IS30 family transposase ISLpl1,247
OG5925,Putative tyrosine-protein kinase YveL,112
OG5926,Spore coat protein SA,415
OG5927,hypothetical protein,419
OG5928,Glycosyltransferase Gtf1,353
OG5929,hypothetical protein,37
OG5930,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,151
OG5931,hypothetical protein,103
OG5932,hypothetical protein,127
OG5933,hypothetical protein,200
OG5934,"Fructose-1,6-bisphosphatase class 3",88
OG5935,hypothetical protein,104
OG5936,Undecaprenyl-phosphate mannosyltransferase,143
OG5937,hypothetical protein,191
OG5938,hypothetical protein,385
OG5939,hypothetical protein,138
OG5940,hypothetical protein,79
OG5941,hypothetical protein,75
OG5942,hypothetical protein,78
OG5943,hypothetical protein,139
OG5944,hypothetical protein,128
OG5945,hypothetical protein,160
OG5946,hypothetical protein,74
OG5947,hypothetical protein,35
OG5948,Chromosome partition protein Smc,317
OG5949,hypothetical protein,290
OG5950,Acid sugar phosphatase,127
OG5951,Nuclease SbcCD subunit C,114
OG5952,hypothetical protein,370
OG5953,hypothetical protein,176
OG5954,hypothetical protein,93
OG5955,hypothetical protein,164
OG5956,hypothetical protein,258
OG5957,hypothetical protein,570
OG5958,hypothetical protein,396
OG5959,D-inositol-3-phosphate glycosyltransferase,353
OG5960,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,182
OG5961,hypothetical protein,449
OG5962,hypothetical protein,537
OG5963,putative oxidoreductase,247
OG5964,Putative acetyltransferase,187
OG5965,putative HTH-type transcriptional regulator,93
OG5966,hypothetical protein,30
OG5967,hypothetical protein,66
OG5968,IS3 family transposase IS981,234
OG5969,hypothetical protein,47
OG5970,hypothetical protein,77
OG5971,hypothetical protein,41
OG5972,hypothetical protein,985
OG5973,hypothetical protein,74
OG5974,hypothetical protein,84
OG5975,hypothetical protein,201
OG5976,hypothetical protein,62
OG5977,hypothetical protein,205
OG5978,hypothetical protein,162
OG5979,hypothetical protein,228
OG5980,hypothetical protein,338
OG5981,hypothetical protein,184
OG5982,hypothetical protein,274
OG5983,hypothetical protein,385
OG5984,hypothetical protein,93
OG5985,hypothetical protein,201
OG5986,hypothetical protein,244
OG5987,hypothetical protein,250
OG5988,hypothetical protein,241
OG5989,hypothetical protein,183
OG5990,hypothetical protein,86
OG5991,hypothetical protein,115
OG5992,hypothetical protein,271
OG5993,hypothetical protein,176
OG5994,hypothetical protein,138
OG5995,hypothetical protein,359
OG5996,hypothetical protein,281
OG5997,putative ABC transporter ATP-binding protein,228
OG5998,Deoxyguanosine kinase,80
OG5999,hypothetical protein,88
OG6000,hypothetical protein,192
OG6001,UDP-N-acetylglucosamine 4-epimerase,299
OG6002,hypothetical protein,113
OG6003,N-acetyl-alpha-D-glucosaminyl L-malate synthase,371
OG6004,Glucose-1-phosphate thymidylyltransferase,61
OG6005,hypothetical protein,182
OG6006,dTDP-4-dehydrorhamnose reductase,304
OG6007,"dTDP-4-dehydrorhamnose 3,5-epimerase",147
OG6008,hypothetical protein,365
OG6009,hypothetical protein,112
OG6010,hypothetical protein,124
OG6011,hypothetical protein,98
OG6012,hypothetical protein,41
OG6013,hypothetical protein,77
OG6014,hypothetical protein,36
OG6015,hypothetical protein,150
OG6016,hypothetical protein,194
OG6017,hypothetical protein,80
OG6018,HTH-type transcriptional regulator MalR,84
OG6019,L-amino acid N-acetyltransferase AaaT,91
OG6020,hypothetical protein,87
OG6021,IS3 family transposase ISLla3,167
OG6022,hypothetical protein,601
OG6023,hypothetical protein,222
OG6024,hypothetical protein,94
OG6025,hypothetical protein,84
OG6026,hypothetical protein,74
OG6027,hypothetical protein,130
OG6028,hypothetical protein,122
OG6029,Arginine/ornithine antiporter ArcD2,67
OG6030,hypothetical protein,58
OG6031,Mannitol-1-phosphate 5-dehydrogenase,75
OG6032,hypothetical protein,222
OG6033,hypothetical protein,42
OG6034,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,675
OG6035,hypothetical protein,84
OG6036,hypothetical protein,124
OG6037,hypothetical protein,432
OG6038,hypothetical protein,429
OG6039,hypothetical protein,64
OG6040,hypothetical protein,131
OG6041,hypothetical protein,69
OG6042,hypothetical protein,426
OG6043,hypothetical protein,206
OG6044,hypothetical protein,345
OG6045,hypothetical protein,192
OG6046,hypothetical protein,86
OG6047,UvrABC system protein B,530
OG6048,hypothetical protein,250
OG6049,hypothetical protein,762
OG6050,hypothetical protein,76
OG6051,hypothetical protein,68
OG6052,hypothetical protein,68
OG6053,hypothetical protein,75
OG6054,hypothetical protein,152
OG6055,hypothetical protein,133
OG6056,hypothetical protein,161
OG6057,hypothetical protein,51
OG6058,"PTS system N,N'-diacetylchitobiose-specific EIIC component",204
OG6059,hypothetical protein,206
OG6060,hypothetical protein,102
OG6061,hypothetical protein,68
OG6062,hypothetical protein,95
OG6063,hypothetical protein,385
OG6064,hypothetical protein,153
OG6065,hypothetical protein,92
OG6066,hypothetical protein,51
OG6067,hypothetical protein,340
OG6068,hypothetical protein,73
OG6069,hypothetical protein,135
OG6070,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,326
OG6071,hypothetical protein,45
OG6072,hypothetical protein,203
OG6073,hypothetical protein,91
OG6074,IS3 family transposase IS1163,256
OG6075,hypothetical protein,1019
OG6076,hypothetical protein,92
OG6077,Glutamate decarboxylase,97
OG6078,Glutamate decarboxylase,114
OG6079,hypothetical protein,176
OG6080,hypothetical protein,91
OG6081,hypothetical protein,128
OG6082,PII-type proteinase,443
OG6083,DNA polymerase IV,284
OG6084,hypothetical protein,78
OG6085,hypothetical protein,49
OG6086,hypothetical protein,77
OG6087,Di-/tripeptide transporter,122
OG6088,Tyrosine recombinase XerD,375
OG6089,hypothetical protein,1060
OG6090,hypothetical protein,175
OG6091,hypothetical protein,61
OG6092,Zinc-transporting ATPase,255
OG6093,Zinc-transporting ATPase,336
OG6094,hypothetical protein,56
OG6095,hypothetical protein,167
OG6096,hypothetical protein,412
OG6097,putative protein,214
OG6098,DegV domain-containing protein,335
OG6099,Phosphoribosyl isomerase A,230
OG6100,hypothetical protein,49
OG6101,3-dehydroquinate synthase,209
OG6102,hypothetical protein,403
OG6103,hypothetical protein,205
OG6104,hypothetical protein,107
OG6105,hypothetical protein,78
OG6106,hypothetical protein,249
OG6107,hypothetical protein,276
OG6108,hypothetical protein,179
OG6109,hypothetical protein,106
OG6110,HTH-type transcriptional regulator DegA,48
OG6111,Calcium-transporting ATPase 1,167
OG6112,hypothetical protein,288
OG6113,Xylulose kinase,191
OG6114,hypothetical protein,368
OG6115,hypothetical protein,304
OG6116,hypothetical protein,108
OG6117,hypothetical protein,60
OG6118,hypothetical protein,128
OG6119,hypothetical protein,67
OG6120,hypothetical protein,57
OG6121,hypothetical protein,76
OG6122,hypothetical protein,71
OG6123,hypothetical protein,216
OG6124,hypothetical protein,242
OG6125,Murein DD-endopeptidase MepM,123
OG6126,hypothetical protein,265
OG6127,hypothetical protein,137
OG6128,hypothetical protein,304
OG6129,hypothetical protein,88
OG6130,Signal transduction histidine-protein kinase ArlS,68
OG6131,IS982 family transposase IS982C,78
OG6132,IS982 family transposase IS982C,78
OG6133,hypothetical protein,187
OG6134,hypothetical protein,164
OG6135,hypothetical protein,113
OG6136,Fatty acyl-CoA reductase,147
OG6137,hypothetical protein,132
OG6138,putative ABC transporter ATP-binding protein,357
OG6139,putative ABC transporter ATP-binding protein,223
OG6140,hypothetical protein,170
OG6141,hypothetical protein,121
OG6142,hypothetical protein,118
OG6143,hypothetical protein,111
OG6144,hypothetical protein,185
OG6145,"Glucan 1,6-alpha-glucosidase",207
OG6146,"Glucan 1,6-alpha-glucosidase",301
OG6147,IS982 family transposase IS982C,78
OG6148,hypothetical protein,112
OG6149,hypothetical protein,67
OG6150,hypothetical protein,72
OG6151,IS982 family transposase IS982C,78
OG6152,hypothetical protein,100
OG6153,hypothetical protein,173
OG6154,hypothetical protein,71
OG6155,hypothetical protein,119
OG6156,hypothetical protein,41
OG6157,hypothetical protein,172
OG6158,Divalent metal cation transporter MntH,288
OG6159,hypothetical protein,118
OG6160,hypothetical protein,610
OG6161,hypothetical protein,41
OG6162,hypothetical protein,147
OG6163,IS982 family transposase IS982C,78
OG6164,Tyrosine recombinase XerD,111
OG6165,hypothetical protein,105
OG6166,hypothetical protein,87
OG6167,L-lactate dehydrogenase 2,55
OG6168,IS982 family transposase IS982C,78
OG6169,IS982 family transposase IS982C,78
OG6170,hypothetical protein,75
OG6171,hypothetical protein,39
OG6172,Phosphoglycolate phosphatase,155
OG6173,hypothetical protein,67
OG6174,hypothetical protein,82
OG6175,hypothetical protein,1234
OG6176,hypothetical protein,546
OG6177,hypothetical protein,84
OG6178,IS982 family transposase IS982C,78
OG6179,hypothetical protein,183
OG6180,hypothetical protein,145
OG6181,hypothetical protein,93
OG6182,IS982 family transposase IS982C,78
OG6183,hypothetical protein,181
OG6184,hypothetical protein,262
OG6185,hypothetical protein,129
OG6186,hypothetical protein,247
OG6187,hypothetical protein,267
OG6188,hypothetical protein,546
OG6189,hypothetical protein,430
OG6190,hypothetical protein,253
OG6191,hypothetical protein,67
OG6192,hypothetical protein,220
OG6193,hypothetical protein,70
OG6194,Pyrrolidone-carboxylate peptidase,160
OG6195,hypothetical protein,94
OG6196,Altronate oxidoreductase,241
OG6197,Xylulose kinase,282
OG6198,Tyrosine recombinase XerC,188
OG6199,hypothetical protein,103
OG6200,hypothetical protein,138
OG6201,hypothetical protein,77
OG6202,PIII-type proteinase,204
OG6203,hypothetical protein,52
OG6204,hypothetical protein,201
OG6205,hypothetical protein,84
OG6206,hypothetical protein,75
OG6207,hypothetical protein,427
OG6208,Inner membrane transporter YjeM,76
OG6209,hypothetical protein,76
OG6210,hypothetical protein,207
OG6211,hypothetical protein,294
OG6212,IS982 family transposase IS982C,78
OG6213,hypothetical protein,34
OG6214,hypothetical protein,196
OG6215,Glutamate/gamma-aminobutyrate antiporter,168
OG6216,ComE operon protein 3,197
OG6217,Regulatory protein Spx,77
OG6218,hypothetical protein,113
OG6219,hypothetical protein,163
OG6220,hypothetical protein,427
OG6221,hypothetical protein,214
OG6222,hypothetical protein,239
OG6223,hypothetical protein,169
OG6224,hypothetical protein,351
OG6225,Aryl-phospho-beta-D-glucosidase BglH,226
OG6226,hypothetical protein,77
OG6227,Tyrosine recombinase XerC,158
OG6228,hypothetical protein,112
OG6229,hypothetical protein,136
OG6230,hypothetical protein,45
OG6231,hypothetical protein,62
OG6232,hypothetical protein,72
OG6233,Modification methylase FokI,619
OG6234,hypothetical protein,621
OG6235,hypothetical protein,428
OG6236,hypothetical protein,629
OG6237,hypothetical protein,205
OG6238,hypothetical protein,66
OG6239,hypothetical protein,110
OG6240,hypothetical protein,380
OG6241,hypothetical protein,182
OG6242,hypothetical protein,645
OG6243,hypothetical protein,222
OG6244,hypothetical protein,70
OG6245,hypothetical protein,114
